strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,exposure_pct,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,avg_trade_return_pct
time_series_momentum_multi_l50_l100_l200_vote2_long_flat,BTCUSDT,1h,2000,0,42,41,1917,42,42,29.350000,8975.600001,-10.244000,10.397983,42,14.285714,0.210761,-0.312201
