strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor
compression_breakout_box20_range3_tp2r,BTCUSDT,1h,2000,0,13,0,1987,13,13,8426.860353,-15.731396,16.513158,13,0.000000,0.000000
