strategy_name,symbol,interval,candle_count,historical_offset,min_abs_regime_return,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,exposure_pct,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,avg_trade_return_pct
time_series_momentum_multi_l50_l100_l200_vote2_regime_abs_r200_3pct,ETHUSDT,4h,300,0,0.030000,8,7,285,8,8,15.333333,9254.540772,-7.454592,7.454592,8,0.000000,0.000000,-1.723842
