strategy_name,symbol,interval,candle_count,historical_offset,lookback_period,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,exposure_pct,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,avg_trade_return_pct
time_series_momentum_l200_long_flat,BTCUSDT,1h,300,0,200,0,0,300,0,0,0.000000,10000.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
