strategy_name,symbol,interval,candle_count,historical_offset,window,entry_zscore,exit_zscore,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,exposure_pct,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,avg_trade_return_pct
mean_reversion_zscore_sma20_std20_entry-2.5_exit-0.5_long_flat,BTCUSDT,1h,300,0,20,-2.500000,-0.500000,4,4,292,4,4,16.666667,9820.500458,-1.794995,2.354926,4,25.000000,0.215158,-0.701752
