strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor
compression_breakout_box20_range3_tp2r,BTCUSDT,1h,300,0,2,0,298,2,2,9689.619871,-3.103801,4.143703,2,0.000000,0.000000
