strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor
trend_breakout_strength_sma50_slope10_high10_body05_tp2r,BTCUSDT,1h,2000,0,12,0,1988,12,12,9376.841005,-6.231590,8.808623,12,25.000000,0.535008
