strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,exposure_pct,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,avg_trade_return_pct
time_series_momentum_multi_l50_l100_l200_vote2_long_flat,BTCUSDT,1h,1000,0,22,21,957,22,22,42.100000,9675.697169,-3.243028,6.283991,22,27.272727,0.476255,-0.096075
