strategy_name,symbol,interval,candle_count,historical_offset,lookback_period,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,exposure_pct,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,avg_trade_return_pct
time_series_momentum_l200_long_flat,BTCUSDT,1h,1000,0,200,18,18,964,18,18,38.300000,9589.332382,-4.106676,7.161637,18,16.666667,0.349018,-0.262416
