strategy_name,symbol,interval,candle_count,historical_offset,window,entry_zscore,exit_zscore,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,exposure_pct,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,avg_trade_return_pct
mean_reversion_zscore_sma20_std20_entry-3_exit-0.5_long_flat,BTCUSDT,1h,2000,1500,20,-3.000000,-0.500000,6,6,1988,6,6,2.950000,10015.530288,0.155303,1.345929,6,50.000000,1.139276,0.253902
