strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor
trend_pullback_reclaim_sma50_slope10_prevhigh_tp2r,BTCUSDT,1h,1000,0,23,0,977,23,23,9461.486194,-5.385138,7.761294,23,30.434783,0.601831
