strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor
trend_breakout_sma50_slope10_high10_tp2r,BTCUSDT,1h,1000,0,8,0,992,8,8,9545.193419,-4.548066,6.326683,8,25.000000,0.539493
