timestamp,equity
1773428400000,10033.545260204453
1773432000000,10044.607627640358
1773435600000,10027.530728097354
1773439200000,10002.04377811423
1773442800000,10002.04377811423
1773446400000,10002.04377811423
1773450000000,10002.04377811423
1773453600000,10002.04377811423
1773457200000,10002.04377811423
1773460800000,10002.04377811423
1773464400000,10002.04377811423
1773468000000,10002.04377811423
1773471600000,10002.04377811423
1773475200000,10002.04377811423
1773478800000,10002.04377811423
1773482400000,10002.04377811423
1773486000000,10002.04377811423
1773489600000,10002.04377811423
1773493200000,10002.04377811423
1773496800000,10002.04377811423
1773500400000,10002.04377811423
1773504000000,10002.04377811423
1773507600000,10002.04377811423
1773511200000,10002.04377811423
1773514800000,10002.04377811423
1773518400000,10002.04377811423
1773522000000,10002.04377811423
1773525600000,10002.04377811423
1773529200000,10002.04377811423
1773532800000,10002.04377811423
1773536400000,10002.04377811423
1773540000000,9997.047752251037
1773543600000,9990.937192956593
1773547200000,10007.941035607048
1773550800000,9999.785232470484
1773554400000,9997.598744438248
1773558000000,9997.261716222212
1773561600000,10015.715059893078
1773565200000,10020.861382859908
1773568800000,10020.301300700066
1773572400000,10024.240055764216
1773576000000,10008.221426301297
1773579600000,10008.02634150405
1773583200000,10009.039523838144
1773586800000,9999.195083478095
1773590400000,9996.126168871924
1773594000000,10022.878657555464
1773597600000,9992.85238026721
1773601200000,10003.998784399577
1773604800000,10016.645733244824
1773608400000,10043.130417350065
1773612000000,10087.87126264293
1773615600000,10092.47218725186
1773619200000,10072.615491652405
1773622800000,10088.113195760663
1773626400000,10071.456869756204
1773630000000,10145.479313810196
1773633600000,10163.820081666161
1773637200000,10189.822297993262
1773640800000,10155.341234886846
1773644400000,10137.323510673634
1773648000000,10114.830723011006
1773651600000,10123.635410347732
1773655200000,10160.17010804023
1773658800000,10144.042398905734
1773662400000,10165.860430907629
1773666000000,10182.974052458327
1773669600000,10144.935313909624
1773673200000,10124.603142818669
1773676800000,10158.576565915042
1773680400000,10171.340985175837
1773684000000,10169.272666787809
1773687600000,10172.726856387828
1773691200000,10191.878729494001
1773694800000,10203.378244101672
1773698400000,10229.340604394925
1773702000000,10237.172664660067
1773705600000,10236.487532331179
1773709200000,10257.232559999344
1773712800000,10228.305801548651
1773716400000,10178.44927105217
1773720000000,10164.052114535712
1773723600000,10124.100920962224
1773727200000,10127.429663601397
1773730800000,10138.628207150594
1773734400000,10134.463691108072
1773738000000,10117.295825663336
1773741600000,10103.101345400912
1773745200000,10118.793581488855
1773748800000,10118.793581488855
1773752400000,10118.793581488855
1773756000000,10118.793581488855
1773759600000,10118.793581488855
1773763200000,10118.793581488855
1773766800000,10118.793581488855
1773770400000,10118.793581488855
1773774000000,10118.793581488855
1773777600000,10118.793581488855
1773781200000,10118.793581488855
1773784800000,10118.793581488855
1773788400000,10118.793581488855
1773792000000,10118.793581488855
1773795600000,10118.793581488855
1773799200000,10118.793581488855
1773802800000,10118.793581488855
1773806400000,10118.793581488855
1773810000000,10118.793581488855
1773813600000,10118.793581488855
1773817200000,10118.793581488855
1773820800000,10118.793581488855
1773824400000,10118.793581488855
1773828000000,10118.793581488855
1773831600000,10118.793581488855
1773835200000,10118.793581488855
1773838800000,10118.793581488855
1773842400000,10118.793581488855
1773846000000,10118.793581488855
1773849600000,10118.793581488855
1773853200000,10118.793581488855
1773856800000,10118.793581488855
1773860400000,10118.793581488855
1773864000000,10118.793581488855
1773867600000,10118.793581488855
1773871200000,10118.793581488855
1773874800000,10118.793581488855
1773878400000,10118.793581488855
1773882000000,10118.793581488855
1773885600000,10118.793581488855
1773889200000,10118.793581488855
1773892800000,10118.793581488855
1773896400000,10118.793581488855
1773900000000,10118.793581488855
1773903600000,10118.793581488855
1773907200000,10118.793581488855
1773910800000,10118.793581488855
1773914400000,10118.793581488855
1773918000000,10118.793581488855
1773921600000,10118.793581488855
1773925200000,10118.793581488855
1773928800000,10118.793581488855
1773932400000,10118.793581488855
1773936000000,10118.793581488855
1773939600000,10118.793581488855
1773943200000,10118.793581488855
1773946800000,10118.793581488855
1773950400000,10118.793581488855
1773954000000,10118.793581488855
1773957600000,10118.793581488855
1773961200000,10118.793581488855
1773964800000,10118.793581488855
1773968400000,10118.793581488855
1773972000000,10118.793581488855
1773975600000,10118.793581488855
1773979200000,10118.793581488855
1773982800000,10118.793581488855
1773986400000,10118.793581488855
1773990000000,10118.793581488855
1773993600000,10118.793581488855
1773997200000,10118.793581488855
1774000800000,10118.793581488855
1774004400000,10118.793581488855
1774008000000,10118.793581488855
1774011600000,10118.793581488855
1774015200000,10118.793581488855
1774018800000,10118.793581488855
1774022400000,10118.793581488855
1774026000000,10118.793581488855
1774029600000,10118.793581488855
1774033200000,10118.793581488855
1774036800000,10118.793581488855
1774040400000,10118.793581488855
1774044000000,10118.793581488855
1774047600000,10118.793581488855
1774051200000,10118.793581488855
1774054800000,10118.793581488855
1774058400000,10118.793581488855
1774062000000,10118.793581488855
1774065600000,10118.793581488855
1774069200000,10118.793581488855
1774072800000,10118.793581488855
1774076400000,10118.793581488855
1774080000000,10118.793581488855
1774083600000,10118.793581488855
1774087200000,10118.793581488855
1774090800000,10118.793581488855
1774094400000,10118.793581488855
1774098000000,10118.793581488855
1774101600000,10118.793581488855
1774105200000,10118.793581488855
1774108800000,10118.793581488855
1774112400000,10118.793581488855
1774116000000,10118.793581488855
1774119600000,10118.793581488855
1774123200000,10118.793581488855
1774126800000,10118.793581488855
1774130400000,10118.793581488855
1774134000000,10118.793581488855
1774137600000,10118.793581488855
1774141200000,10118.793581488855
