strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor
trend_breakout_strength_sma50_slope10_high10_body05_tp2r,BTCUSDT,1h,300,0,1,0,299,1,1,9970.930477,-0.290695,2.237962,1,0.000000,0.000000
