strategy_name,symbol,interval,candle_count,historical_offset,min_abs_regime_return,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,exposure_pct,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,avg_trade_return_pct
time_series_momentum_multi_l50_l100_l200_vote2_regime_abs_r200_5pct,BTCUSDT,1h,1000,0,0.050000,5,5,990,5,5,49.100000,9823.665746,-1.763343,6.330278,5,0.000000,0.000000,-0.510795
