strategy_name,symbol,interval,candle_count,historical_offset,window,entry_zscore,exit_zscore,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,exposure_pct,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,avg_trade_return_pct
mean_reversion_zscore_sma20_std20_entry-2_exit-0.5_long_flat,BTCUSDT,1h,300,0,20,-2.000000,-0.500000,6,6,288,6,6,20.666667,9871.356567,-1.286434,2.609217,6,33.333333,0.496127,-0.226913
