strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor
trend_pullback_reclaim_sma50_slope10_prevhigh_tp2r,BTCUSDT,1h,2000,0,37,0,1963,37,37,8912.182490,-10.878175,12.314433,37,24.324324,0.493639
