strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor
trend_compression_expansion_sma50_slope10_range1p2_body0p5_tp2r,BTCUSDT,1h,1000,0,5,0,995,5,5,10009.993988,0.099940,2.289975,5,40.000000,1.042600
