strategy_name,symbol,interval,candle_count,historical_offset,lookback_period,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,exposure_pct,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,avg_trade_return_pct
time_series_momentum_l200_long_flat,BTCUSDT,1h,2000,0,200,38,38,1924,38,38,25.500000,9019.678188,-9.803218,9.841081,38,15.789474,0.229372,-0.340600
