strategy_name,symbol,interval,candle_count,historical_offset,total_signals_buy,total_signals_sell,total_signals_hold,total_buys_executed,total_sells_executed,final_equity,return_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor
trend_pullback_reclaim_sma50_slope10_prevhigh_tp2r,BTCUSDT,1h,300,0,4,0,296,4,4,9769.736837,-2.302632,2.610182,4,0.000000,0.000000
